DistrictNo,DistrictNameThai,DistrictNameEnglish,DistrictMOI_ID,DistrictOffice,DistrictGoverningAgency,DistrictGoverningAgencyCodeCitizenInfo,TopExecutivePosition,TopExecutivePositionandDistrict,ProvinceMOI_ID,ProvinceNameThai,RegionID,RegionName,ProvincialClusterID,ProvincialClusterName
397,อำเภอศรีธาตุ,Si That District,4109,ที่ว่าการอำเภอศรีธาตุ,ที่ทำการปกครองอำเภอศรีธาตุ,0112140341090,นายอำเภอ,นายอำเภอศรีธาตุ,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
398,อำเภอวังสามหมอ,Wang Sam Mo District,4110,ที่ว่าการอำเภอวังสามหมอ,ที่ทำการปกครองอำเภอวังสามหมอ,0112140341100,นายอำเภอ,นายอำเภอวังสามหมอ,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
399,อำเภอบ้านดุง,Ban Dung District,4111,ที่ว่าการอำเภอบ้านดุง,ที่ทำการปกครองอำเภอบ้านดุง,0112140341110,นายอำเภอ,นายอำเภอบ้านดุง,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
400,อำเภอบ้านผือ,Ban Phue District,4117,ที่ว่าการอำเภอบ้านผือ,ที่ทำการปกครองอำเภอบ้านผือ,0112140341170,นายอำเภอ,นายอำเภอบ้านผือ,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
401,อำเภอน้ำโสม,Nam Som District,4118,ที่ว่าการอำเภอน้ำโสม,ที่ทำการปกครองอำเภอน้ำโสม,0112140341180,นายอำเภอ,นายอำเภอน้ำโสม,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
402,อำเภอเพ็ญ,Phen District,4119,ที่ว่าการอำเภอเพ็ญ,ที่ทำการปกครองอำเภอเพ็ญ,0112140341190,นายอำเภอ,นายอำเภอเพ็ญ,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
403,อำเภอสร้างคอม,Sang Khom District,4120,ที่ว่าการอำเภอสร้างคอม,ที่ทำการปกครองอำเภอสร้างคอม,0112140341200,นายอำเภอ,นายอำเภอสร้างคอม,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
404,อำเภอหนองแสง,Nong Saeng District,4121,ที่ว่าการอำเภอหนองแสง,ที่ทำการปกครองอำเภอหนองแสง,0112140341210,นายอำเภอ,นายอำเภอหนองแสง,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
405,อำเภอนายูง,Na Yung District,4122,ที่ว่าการอำเภอนายูง,ที่ทำการปกครองอำเภอนายูง,0112140341220,นายอำเภอ,นายอำเภอนายูง,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
406,อำเภอพิบูลย์รักษ์,Phibun Rak District,4123,ที่ว่าการอำเภอพิบูลย์รักษ์,ที่ทำการปกครองอำเภอพิบูลย์รักษ์,0112140341230,นายอำเภอ,นายอำเภอพิบูลย์รักษ์,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
407,อำเภอกู่แก้ว,Ku Kaeo District,4124,ที่ว่าการอำเภอกู่แก้ว,ที่ทำการปกครองอำเภอกู่แก้ว,0112140341240,นายอำเภอ,นายอำเภอกู่แก้ว,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
408,อำเภอประจักษ์ศิลปาคม,Prachak Sinlapakhom District,4125,ที่ว่าการอำเภอประจักษ์ศิลปาคม,ที่ทำการปกครองอำเภอประจักษ์ศิลปาคม,0112140341250,นายอำเภอ,นายอำเภอประจักษ์ศิลปาคม,41,จังหวัดอุดรธานี,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
409,อำเภอเมืองเลย,Mueang Loei District,4201,ที่ว่าการอำเภอเมืองเลย,ที่ทำการปกครองอำเภอเมืองเลย,0112140342010,นายอำเภอ,นายอำเภอเมืองเลย,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
410,อำเภอนาด้วง,Na Duang District,4202,ที่ว่าการอำเภอนาด้วง,ที่ทำการปกครองอำเภอนาด้วง,0112140342020,นายอำเภอ,นายอำเภอนาด้วง,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
411,อำเภอเชียงคาน,Chiang Khan District,4203,ที่ว่าการอำเภอเชียงคาน,ที่ทำการปกครองอำเภอเชียงคาน,0112140342030,นายอำเภอ,นายอำเภอเชียงคาน,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
412,อำเภอปากชม,Pak Chom District,4204,ที่ว่าการอำเภอปากชม,ที่ทำการปกครองอำเภอปากชม,0112140342040,นายอำเภอ,นายอำเภอปากชม,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
413,อำเภอด่านซ้าย,Dan Sai District,4205,ที่ว่าการอำเภอด่านซ้าย,ที่ทำการปกครองอำเภอด่านซ้าย,0112140342050,นายอำเภอ,นายอำเภอด่านซ้าย,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
414,อำเภอนาแห้ว,Na Haeo District,4206,ที่ว่าการอำเภอนาแห้ว,ที่ทำการปกครองอำเภอนาแห้ว,0112140342060,นายอำเภอ,นายอำเภอนาแห้ว,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
415,อำเภอภูเรือ,Phu Ruea District,4207,ที่ว่าการอำเภอภูเรือ,ที่ทำการปกครองอำเภอภูเรือ,0112140342070,นายอำเภอ,นายอำเภอภูเรือ,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
416,อำเภอท่าลี่,Tha Li District,4208,ที่ว่าการอำเภอท่าลี่,ที่ทำการปกครองอำเภอท่าลี่,0112140342080,นายอำเภอ,นายอำเภอท่าลี่,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
417,อำเภอวังสะพุง,Wang Saphung District,4209,ที่ว่าการอำเภอวังสะพุง,ที่ทำการปกครองอำเภอวังสะพุง,0112140342090,นายอำเภอ,นายอำเภอวังสะพุง,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
418,อำเภอภูกระดึง,Phu Kradueng District,4210,ที่ว่าการอำเภอภูกระดึง,ที่ทำการปกครองอำเภอภูกระดึง,0112140342100,นายอำเภอ,นายอำเภอภูกระดึง,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
419,อำเภอภูหลวง,Phu Luang District,4211,ที่ว่าการอำเภอภูหลวง,ที่ทำการปกครองอำเภอภูหลวง,0112140342110,นายอำเภอ,นายอำเภอภูหลวง,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
420,อำเภอผาขาว,Pha Khao District,4212,ที่ว่าการอำเภอผาขาว,ที่ทำการปกครองอำเภอผาขาว,0112140342120,นายอำเภอ,นายอำเภอผาขาว,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
421,อำเภอเอราวัณ,Erawan District,4213,ที่ว่าการอำเภอเอราวัณ,ที่ทำการปกครองอำเภอเอราวัณ,0112140342130,นายอำเภอ,นายอำเภอเอราวัณ,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
422,อำเภอหนองหิน,Nong Hin District,4214,ที่ว่าการอำเภอหนองหิน,ที่ทำการปกครองอำเภอหนองหิน,0112140342140,นายอำเภอ,นายอำเภอหนองหิน,42,จังหวัดเลย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
423,อำเภอเมืองหนองคาย,Mueang Nong Khai District,4301,ที่ว่าการอำเภอเมืองหนองคาย,ที่ทำการปกครองอำเภอเมืองหนองคาย,0112140343010,นายอำเภอ,นายอำเภอเมืองหนองคาย,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
424,อำเภอท่าบ่อ,Tha Bo District,4302,ที่ว่าการอำเภอท่าบ่อ,ที่ทำการปกครองอำเภอท่าบ่อ,0112140343020,นายอำเภอ,นายอำเภอท่าบ่อ,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
425,อำเภอโพนพิสัย,Phon Phisai District,4305,ที่ว่าการอำเภอโพนพิสัย,ที่ทำการปกครองอำเภอโพนพิสัย,0112140343050,นายอำเภอ,นายอำเภอโพนพิสัย,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
426,อำเภอศรีเชียงใหม่,Si Chiang Mai District,4307,ที่ว่าการอำเภอศรีเชียงใหม่,ที่ทำการปกครองอำเภอศรีเชียงใหม่,0112140343070,นายอำเภอ,นายอำเภอศรีเชียงใหม่,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
427,อำเภอสังคม,Sangkhom District,4308,ที่ว่าการอำเภอสังคม,ที่ทำการปกครองอำเภอสังคม,0112140343080,นายอำเภอ,นายอำเภอสังคม,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
428,อำเภอสระใคร,Sakhrai District,4314,ที่ว่าการอำเภอสระใคร,ที่ทำการปกครองอำเภอสระใคร,0112140343140,นายอำเภอ,นายอำเภอสระใคร,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
429,อำเภอเฝ้าไร่,Fao Rai District,4315,ที่ว่าการอำเภอเฝ้าไร่,ที่ทำการปกครองอำเภอเฝ้าไร่,0112140343150,นายอำเภอ,นายอำเภอเฝ้าไร่,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
430,อำเภอรัตนวาปี,Rattanawapi District,4316,ที่ว่าการอำเภอรัตนวาปี,ที่ทำการปกครองอำเภอรัตนวาปี,0112140343160,นายอำเภอ,นายอำเภอรัตนวาปี,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
431,อำเภอโพธิ์ตาก,Pho Tak District,4317,ที่ว่าการอำเภอโพธิ์ตาก,ที่ทำการปกครองอำเภอโพธิ์ตาก,0112140343170,นายอำเภอ,นายอำเภอโพธิ์ตาก,43,จังหวัดหนองคาย,5,ภาคตะวันออกเฉียงเหนือ,51,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนบน 1
432,อำเภอเมืองมหาสารคาม,Mueang Maha Sarakham District,4401,ที่ว่าการอำเภอเมืองมหาสารคาม,ที่ทำการปกครองอำเภอเมืองมหาสารคาม,0112140344010,นายอำเภอ,นายอำเภอเมืองมหาสารคาม,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
433,อำเภอแกดำ,Kae Dam District,4402,ที่ว่าการอำเภอแกดำ,ที่ทำการปกครองอำเภอแกดำ,0112140344020,นายอำเภอ,นายอำเภอแกดำ,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
434,อำเภอโกสุมพิสัย,Kosum Phisai District,4403,ที่ว่าการอำเภอโกสุมพิสัย,ที่ทำการปกครองอำเภอโกสุมพิสัย,0112140344030,นายอำเภอ,นายอำเภอโกสุมพิสัย,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
435,อำเภอกันทรวิชัย,Kantharawichai District,4404,ที่ว่าการอำเภอกันทรวิชัย,ที่ทำการปกครองอำเภอกันทรวิชัย,0112140344040,นายอำเภอ,นายอำเภอกันทรวิชัย,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
436,อำเภอเชียงยืน,Chiang Yuen District,4405,ที่ว่าการอำเภอเชียงยืน,ที่ทำการปกครองอำเภอเชียงยืน,0112140344050,นายอำเภอ,นายอำเภอเชียงยืน,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
437,อำเภอบรบือ,Borabue District,4406,ที่ว่าการอำเภอบรบือ,ที่ทำการปกครองอำเภอบรบือ,0112140344060,นายอำเภอ,นายอำเภอบรบือ,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
438,อำเภอนาเชือก,Na Chueak District,4407,ที่ว่าการอำเภอนาเชือก,ที่ทำการปกครองอำเภอนาเชือก,0112140344070,นายอำเภอ,นายอำเภอนาเชือก,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
439,อำเภอพยัคฆภูมิพิสัย,Phayakkhaphum Phisai District,4408,ที่ว่าการอำเภอพยัคฆภูมิพิสัย,ที่ทำการปกครองอำเภอพยัคฆภูมิพิสัย,0112140344080,นายอำเภอ,นายอำเภอพยัคฆภูมิพิสัย,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
440,อำเภอวาปีปทุม,Wapi Pathum District,4409,ที่ว่าการอำเภอวาปีปทุม,ที่ทำการปกครองอำเภอวาปีปทุม,0112140344090,นายอำเภอ,นายอำเภอวาปีปทุม,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
441,อำเภอนาดูน,Na Dun District,4410,ที่ว่าการอำเภอนาดูน,ที่ทำการปกครองอำเภอนาดูน,0112140344100,นายอำเภอ,นายอำเภอนาดูน,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
442,อำเภอยางสีสุราช,Yang Si Surat District,4411,ที่ว่าการอำเภอยางสีสุราช,ที่ทำการปกครองอำเภอยางสีสุราช,0112140344110,นายอำเภอ,นายอำเภอยางสีสุราช,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
443,อำเภอกุดรัง,Kut Rang District,4412,ที่ว่าการอำเภอกุดรัง,ที่ทำการปกครองอำเภอกุดรัง,0112140344120,นายอำเภอ,นายอำเภอกุดรัง,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
444,อำเภอชื่นชม,Chuen Chom District,4413,ที่ว่าการอำเภอชื่นชม,ที่ทำการปกครองอำเภอชื่นชม,0112140344130,นายอำเภอ,นายอำเภอชื่นชม,44,จังหวัดมหาสารคาม,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
445,อำเภอเมืองร้อยเอ็ด,Mueang Roi Et District,4501,ที่ว่าการอำเภอเมืองร้อยเอ็ด,ที่ทำการปกครองอำเภอเมืองร้อยเอ็ด,0112140345010,นายอำเภอ,นายอำเภอเมืองร้อยเอ็ด,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
446,อำเภอเกษตรวิสัย,Kaset Wisai District,4502,ที่ว่าการอำเภอเกษตรวิสัย,ที่ทำการปกครองอำเภอเกษตรวิสัย,0112140345020,นายอำเภอ,นายอำเภอเกษตรวิสัย,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
447,อำเภอปทุมรัตต์,Pathum Rat District,4503,ที่ว่าการอำเภอปทุมรัตต์,ที่ทำการปกครองอำเภอปทุมรัตต์,0112140345030,นายอำเภอ,นายอำเภอปทุมรัตต์,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
448,อำเภอจตุรพักตรพิมาน,Chaturapak Phiman District,4504,ที่ว่าการอำเภอจตุรพักตรพิมาน,ที่ทำการปกครองอำเภอจตุรพักตรพิมาน,0112140345040,นายอำเภอ,นายอำเภอจตุรพักตรพิมาน,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
449,อำเภอธวัชบุรี,Thawat Buri District,4505,ที่ว่าการอำเภอธวัชบุรี,ที่ทำการปกครองอำเภอธวัชบุรี,0112140345050,นายอำเภอ,นายอำเภอธวัชบุรี,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
450,อำเภอพนมไพร,Phanom Phrai District,4506,ที่ว่าการอำเภอพนมไพร,ที่ทำการปกครองอำเภอพนมไพร,0112140345060,นายอำเภอ,นายอำเภอพนมไพร,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
451,อำเภอโพนทอง,Phon Thong District,4507,ที่ว่าการอำเภอโพนทอง,ที่ทำการปกครองอำเภอโพนทอง,0112140345070,นายอำเภอ,นายอำเภอโพนทอง,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
452,อำเภอโพธิ์ชัย,Pho Chai District,4508,ที่ว่าการอำเภอโพธิ์ชัย,ที่ทำการปกครองอำเภอโพธิ์ชัย,0112140345080,นายอำเภอ,นายอำเภอโพธิ์ชัย,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
453,อำเภอหนองพอก,Nong Phok District,4509,ที่ว่าการอำเภอหนองพอก,ที่ทำการปกครองอำเภอหนองพอก,0112140345090,นายอำเภอ,นายอำเภอหนองพอก,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
454,อำเภอเสลภูมิ,Selaphum District,4510,ที่ว่าการอำเภอเสลภูมิ,ที่ทำการปกครองอำเภอเสลภูมิ,0112140345100,นายอำเภอ,นายอำเภอเสลภูมิ,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
455,อำเภอสุวรรณภูมิ,Suwannaphum District,4511,ที่ว่าการอำเภอสุวรรณภูมิ,ที่ทำการปกครองอำเภอสุวรรณภูมิ,0112140345110,นายอำเภอ,นายอำเภอสุวรรณภูมิ,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
456,อำเภอเมืองสรวง,Mueang Suang District,4512,ที่ว่าการอำเภอเมืองสรวง,ที่ทำการปกครองอำเภอเมืองสรวง,0112140345120,นายอำเภอ,นายอำเภอเมืองสรวง,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
457,อำเภอโพนทราย,Phon Sai District,4513,ที่ว่าการอำเภอโพนทราย,ที่ทำการปกครองอำเภอโพนทราย,0112140345130,นายอำเภอ,นายอำเภอโพนทราย,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
458,อำเภออาจสามารถ,At Samat District,4514,ที่ว่าการอำเภออาจสามารถ,ที่ทำการปกครองอำเภออาจสามารถ,0112140345140,นายอำเภอ,นายอำเภออาจสามารถ,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
459,อำเภอเมยวดี,Moei Wadi District,4515,ที่ว่าการอำเภอเมยวดี,ที่ทำการปกครองอำเภอเมยวดี,0112140345150,นายอำเภอ,นายอำเภอเมยวดี,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
460,อำเภอศรีสมเด็จ,Si Somdet District,4516,ที่ว่าการอำเภอศรีสมเด็จ,ที่ทำการปกครองอำเภอศรีสมเด็จ,0112140345160,นายอำเภอ,นายอำเภอศรีสมเด็จ,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
461,อำเภอจังหาร,Changhan District,4517,ที่ว่าการอำเภอจังหาร,ที่ทำการปกครองอำเภอจังหาร,0112140345170,นายอำเภอ,นายอำเภอจังหาร,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
462,อำเภอเชียงขวัญ,Chiang Khwan District,4518,ที่ว่าการอำเภอเชียงขวัญ,ที่ทำการปกครองอำเภอเชียงขวัญ,0112140345180,นายอำเภอ,นายอำเภอเชียงขวัญ,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
463,อำเภอหนองฮี,Nong Hi District,4519,ที่ว่าการอำเภอหนองฮี,ที่ทำการปกครองอำเภอหนองฮี,0112140345190,นายอำเภอ,นายอำเภอหนองฮี,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
464,อำเภอทุ่งเขาหลวง,Thung Khao Luang District,4520,ที่ว่าการอำเภอทุ่งเขาหลวง,ที่ทำการปกครองอำเภอทุ่งเขาหลวง,0112140345200,นายอำเภอ,นายอำเภอทุ่งเขาหลวง,45,จังหวัดร้อยเอ็ด,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
465,อำเภอเมืองกาฬสินธุ์,Mueang Kalasin District,4601,ที่ว่าการอำเภอเมืองกาฬสินธุ์,ที่ทำการปกครองอำเภอเมืองกาฬสินธุ์,0112140346010,นายอำเภอ,นายอำเภอเมืองกาฬสินธุ์,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
466,อำเภอนามน,Na Mon District,4602,ที่ว่าการอำเภอนามน,ที่ทำการปกครองอำเภอนามน,0112140346020,นายอำเภอ,นายอำเภอนามน,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
467,อำเภอกมลาไสย,Kamalasai District,4603,ที่ว่าการอำเภอกมลาไสย,ที่ทำการปกครองอำเภอกมลาไสย,0112140346030,นายอำเภอ,นายอำเภอกมลาไสย,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
468,อำเภอร่องคำ,Rong Kham District,4604,ที่ว่าการอำเภอร่องคำ,ที่ทำการปกครองอำเภอร่องคำ,0112140346040,นายอำเภอ,นายอำเภอร่องคำ,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
469,อำเภอกุฉินารายณ์,Kuchinarai District,4605,ที่ว่าการอำเภอกุฉินารายณ์,ที่ทำการปกครองอำเภอกุฉินารายณ์,0112140346050,นายอำเภอ,นายอำเภอกุฉินารายณ์,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
470,อำเภอเขาวง,Khao Wong District,4606,ที่ว่าการอำเภอเขาวง,ที่ทำการปกครองอำเภอเขาวง,0112140346060,นายอำเภอ,นายอำเภอเขาวง,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
471,อำเภอยางตลาด,Yang Talat District,4607,ที่ว่าการอำเภอยางตลาด,ที่ทำการปกครองอำเภอยางตลาด,0112140346070,นายอำเภอ,นายอำเภอยางตลาด,46,จังหวัดกาฬสินธุ์,5,ภาคตะวันออกเฉียงเหนือ,53,กลุ่มจังหวัดภาคตะวันออกเฉียงเหนือตอนกลาง
